,Id,Status,Uptime,Country,Location,Ships,Distinct,Contributor
0,2766,,0 %,  Angola,Zaire,0,0,
1,3061,,100 %,  Argentina,Buenos Aires,43,43,
2,2675,,100 %,  Australia,Sydney,12,12,
3,3292,,100 %,  Australia,"Oakleigh, Victoria",3,3,SARCNET
4,2701,,96 %,  Australia,O'Connor,69,69,
5,2360,,100 %,  Australia,Port Hedland,134,133,
6,2995,,100 %,  Australia,Kingston,10,6,
7,2556,,100 %,  Australia,Franklin,9,7,
8,2999,,100 %,  Australia,Mount Hicks,5,4,
9,2864,,0 %,  Australia,Morayfield,0,0,
10,2739,,100 %,  Australia,Townsville,49,47,
11,2801,,0 %,  Australia,Glenorcky,0,0,
12,2070,,100 %,  Australia,"Nelson Bay, NSW",35,35,
13,2288,,99 %,  Australia,Johanna,5,5,
14,2936,,99 %,  Australia,Kettering,31,26,
15,2637,,72 %,  Australia,Devonport,9,7,
16,2502,,100 %,  Australia,Scarborough,40,40,
17,2465,,0 %,  Australia,Darwin,0,0,
18,2234,,96 %,  Australia,Mt Arthur (N.Tasmania),6,4,
19,3175,,100 %,  Austria,Vienna,9,3,
20,2520,,100 %,  Austria,Vienna,16,8,
21,2798,,100 %,  Austria,Linz,23,23,
22,2984,,90 %,  Azerbaijan,Baku,62,62,
23,2445,,0 %,  Bahamas,Freeport,0,0,
24,2127,,100 %,  Belgium,Izegem,175,0,
25,2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com
26,2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,
27,3215,,77 %,  Belgium,Antwerp,0,0,
28,2061,,100 %,  Belgium,Ostend,53,0,
29,3359,,34 %,  Belgium,Schoten,3,1,
30,3075,,100 %,  Belgium,Aalst,1,1,
31,2276,,100 %,  Belgium,Schilde,261,1,
32,3459,,100 %,  Belgium,Oostende,141,5,Flanders Marine Institute
33,3152,,100 %,  Belgium,Zeebrugge,198,56,Citymesh
34,2546,,100 %,  Belgium,Merchtem,30,2,
35,2300,,100 %,  Belgium,Antwerp Harbour 1,397,5,www.vemasys.com
36,2145,,100 %,  Belgium,Antwerp2,541,112,Tresco Engineering
37,2404,,100 %,  Belgium,Bruges,149,13,dotOcean
38,3249,,100 %,  Belgium,Antwerp,103,1,
39,2292,,100 %,  Belgium,Gent,405,239,
40,2981,,100 %,  Belgium,Oostende,105,0,
41,3483,,64 %,  Belgium,WIjnegem,0,0,
42,2850,,100 %,  Brazil,Fortaleza,10,10,German Aerospace Center (DLR)
43,3489,,100 %,  Brazil,Maceio,4,4,
44,2929,,0 %,  Brazil,Curitiba,0,0,
45,2517,,100 %,  Brazil,Belem,176,62,
46,2576,,0 %,  Bulgaria,Varna,0,0,
47,3019,,0 %,  Bulgaria,Varna,0,0,
48,2512,,100 %,  Canada,Quadra Island,63,61,
49,2218,,100 %,  Canada,"Newfoundland, St. Johns",17,17,
50,2017,,100 %,  Canada,Corner Brook,21,21,
51,2267,,100 %,  Canada,Dartmouth,20,1,
52,2463,,100 %,  Canada,Prince Rupert,47,5,
53,2512,,100 %,  Canada,Quadra Island,63,61,
54,2796,,100 %,  Canada,Victoria,54,2,
55,3083,,100 %,  Canada,New Westminster,38,9,
56,2025,,100 %,  Canada,"Windsor, Ontario",10,6,
57,2218,,100 %,  Canada,"Newfoundland, St. Johns",17,17,
58,2372,,100 %,  Canada,Vancouver,130,38,
59,2042,,100 %,  Canada,Vancouver,138,18,
60,2955,,100 %,  Canada,Bowen Island,180,26,
61,3185,,100 %,  Canada,Halifax,42,23,
62,2019,,100 %,  Canada,"Victoria, BC",48,1,
63,3201,,100 %,  Canada,Sorel-Tracy,17,0,
64,2818,,100 %,  Canada,Montreal,25,8,
65,2253,,98 %,  Canada,Montreal,3,1,
66,2215,,100 %,  Canada,Burnaby,17,1,
67,3145,,94 %,  Canada,Vancouver,276,134,
68,2848,,100 %,  Canada,Victoria,61,0,
69,2821,,100 %,  Canada,Burnaby,32,0,
70,2202,,100 %,  Canada,Ucluelet,27,22,
71,2853,,100 %,  Canada,Vancouver,11,1,
72,3238,,100 %,  Canada,East Point Saturna Island,33,9,
73,2920,,75 %,  Canada,Burnaby,27,1,
74,2593,,100 %,  Canada,Prince Rupert,65,23,
75,2676,,100 %,  Canada,Toronto,7,7,
76,2857,,100 %,  Canada,Vancouver,44,0,
77,2700,,100 %,  Canada,Sorel-Tracy,29,1,
78,3103,,100 %,  Canada,Multiple Locations,124,4,
79,3248,,88 %,  Chile,Concon,0,0,
80,2348,,100 %,  Chile,Viña del Mar,12,12,
81,2587,,100 %,  China,Beijing,475,475,
82,2930,,100 %,  China,Chongqing,4,4,
83,2969,,100 %,  China,Meizhou Bay,130,2,
84,2193,,100 %,  China,Xia Men,129,129,
85,2456,,100 %,  China,Haikou,635,633,
86,2113,,0 %,  China,Xiawan,0,0,
87,2632,,60 %,  China,Shenzhen,120,91,
88,2151,,0 %,  China,Dalian,0,0,
89,2083,,100 %,  China,Yangpu,190,171,
90,3031,,100 %,  China,Jiangyin & Maanshan,362,361,
91,2598,,100 %,  China,Beijing,221,217,
92,2044,,99 %,  China,Fujian,284,280,
93,2356,,100 %,  China,Zhangjiagang ,3,3,
94,2362,,85 %,  Colombia,Buenaventura,0,0,Pacific Pilots
95,2866,,100 %,  Colombia,Puerto Colombia,22,22,
96,2443,,0 %,  Colombia,Barranquilla,0,0,
97,3439,,100 %,  Croatia,Kraljevica,40,36,
98,2690,,100 %,  Croatia,"Štinjan, Pula",38,24,
99,2255,,100 %,  Cyprus,Limassol,0,0,
100,2524,,100 %,  Cyprus,Limassol,26,21,
101,3093,,100 %,  Cyprus,Limassol,57,52,
102,3497,,100 %,  Denmark,Rødby,90,7,
103,2139,,100 %,  Denmark,Islands Brygge,216,58,
104,2104,,100 %,  Denmark,Gershøj,13,3,
105,2725,,100 %,  Denmark,Aarhus,12,1,
106,2621,,100 %,  Denmark,Aalborg,40,29,
107,3424,,89 %,  Denmark,Holbæk,19,12,
108,3130,,100 %,  Denmark,Lunderskov,164,114,
109,2545,,100 %,  Denmark,Sletten,72,8,
110,2327,,100 %,  Denmark,"Roenne, Bornholm ",75,68,
111,3361,,96 %,  Denmark,Korsør,17,9,
112,2400,,100 %,  Denmark,Norresundby,20,20,
113,2580,,100 %,  Denmark,Frederikssund,19,8,
114,2058,,100 %,  Denmark,Humlebaek,83,8,
115,3417,,0 %,  Denmark,Ebeltoft,0,0,
116,2899,,100 %,  Denmark,Ringsted,39,18,
117,3179,,100 %,  Denmark,Aarhus,30,19,
118,3421,,100 %,  Denmark,Marstal,36,16,
119,2828,,100 %,  Denmark,Skive,8,8,
120,2527,,81 %,  Estonia,Vaana-Joesuu,0,0,
121,2479,,100 %,  Estonia,Tallinn,104,37,
122,2566,,100 %,  Estonia,Tallinn,1,0,
123,2811,,100 %,  Estonia,Tallinn,16,3,
124,3452,,100 %,  Estonia,Tallinn,2,0,
125,3340,,100 %,  Estonia,Tallinn,21,0,
126,2695,,100 %,  Finland,Turku,54,10,
127,3060,,6 %,  Finland,Mariehamn,0,0,
128,2190,,100 %,  Finland,Ekenas,0,0,
129,2380,,100 %,  Finland,Helsinki,100,96,
130,3155,,100 %,  Finland,Kokkola,16,16,
131,2388,,100 %,  Finland,Finland,136,67,Pocket Mariner
132,2481,,92 %,  Finland,Vaasa,1,1,
133,2049,,0 %,  Finland,Kotka,0,0,
134,3054,,98 %,  Finland,Turku,46,2,
135,2264,,100 %,  Finland,Uto,9,9,
136,2867,,0 %,  Finland,Vantaa,0,0,
137,2693,,100 %,  France,Paris,22,0,SailGrib
138,2275,,100 %,  France,Lorient,38,17,
139,2836,,100 %,  France,Brest,44,2,
140,2102,,100 %,  France,Antibes,51,1,
141,2467,,100 %,  France,La Seyne sur Mer,19,19,
142,3030,,100 %,  France,Le Havre,52,0,
143,2887,,100 %,  France,Plouzané,22,0,
144,2428,,100 %,  France,Le Havre,86,0,
145,2471,,100 %,  France,UBS-Vannes,67,35,
146,2617,,0 %,  France,Paimpol,0,0,
147,3228,,4 %,  France,Carantec,13,13,
148,2156,,100 %,  France,Aubervilliers,3,3,
149,3319,,0 %,  France,Toulon,0,0,
150,2817,,100 %,  France,Palavas les Flots,14,2,
151,2178,,93 %,  France,Rouen,101,28,
152,2166,,100 %,  France,Saint Georges de Didonnes,14,0,SailGrib
153,2486,,100 %,  France,Saint Xandre,41,1,
154,2693,,100 %,  France,Paris,22,0,SailGrib
155,2774,,99 %,  France,Bidart,6,1,
156,2095,,0 %,  France,Bezons,0,0,
157,2487,,100 %,  France,Fecamp,13,7,
158,2972,,100 %,  France,Brest,111,62,
159,2777,,3 %,  France,Sarzon,0,0,
160,3234,,100 %,  France,L'Epine,20,8,
161,2954,,100 %,  France,"Sophia Antipolis, MINES Paristech",324,218,MINES Paristech
162,2564,,0 %,  France,La Rochelle,0,0,
163,2275,,100 %,  France,Lorient,38,17,
164,2467,,100 %,  France,La Seyne sur Mer,19,19,
165,2428,,100 %,  France,Le Havre,86,0,
166,2471,,100 %,  France,UBS-Vannes,67,35,
167,2887,,100 %,  France,Plouzané,22,0,
168,2320,,100 %,  France,Brest,15,0,
169,2836,,100 %,  France,Brest,44,2,
170,2345,,100 %,  France,Toulouse,70,8,
171,2960,,96 %,  France,Melun,3,3,
172,2037,,100 %,  France,France,48,13,
173,3319,,0 %,  France,Toulon,0,0,
174,2405,,85 %,  France,Cap Camarat,85,77,
175,2093,,93 %,  France,Rouen,131,21,
176,3228,,4 %,  France,Carantec,13,13,
177,2869,,0 %,  France,Calvi,0,0,
178,2180,,93 %,  France,Rouen,69,7,
179,2421,,100 %,  France,Plougastel,23,0,
180,2038,,100 %,  France,Port de Bouc,21,21,
181,2299,,100 %,  France,Sene-Vannes,12,0,
182,2653,,100 %,  France,La Rochelle,53,13,
183,2431,,100 %,  France,Cap Ferret,15,15,
184,3118,,0 %,  France,Thomery,0,0,
185,2102,,100 %,  France,Antibes,51,1,
186,2415,,100 %,  France,Brest,29,0,
187,2403,,100 %,  Germany,Stadersand,201,19,
188,2728,,100 %,  Germany,Emden,48,1,
189,2126,,100 %,  Germany,Cologne,294,140,
190,2860,,100 %,  Germany,Berlin,1,1,
191,2534,,100 %,  Germany,Flensburg,5,5,
192,3097,,100 %,  Germany,Wilhelmshaven,258,65,
193,2633,,92 %,  Germany,Bremen,7,0,
194,2793,,100 %,  Germany,Wismar,18,3,
195,2551,,100 %,  Germany,"Elbe River, Drochtersen",34,0,
196,3364,,100 %,  Germany,Mönchhagen,56,24,
197,2130,,100 %,  Germany,Lower Saxony (Mittellandkanal),10,10,
198,2733,,100 %,  Germany,Berlin,1,1,
199,2989,,100 %,  Germany,Gernsheim,8,5,
200,3190,,0 %,  Germany,Hamburg,0,0,
201,2603,,100 %,  Germany,Geesthacht,285,41,
202,2291,,100 %,  Germany,Bremerhaven,281,30,North Sea Terminal Bremerhaven GmbH & Co.
203,2783,,98 %,  Germany,Wunstorf,6,6,
204,2605,,0 %,  Germany,Hamburg,0,0,
205,2461,,100 %,  Germany,Dresden,2,2,
206,2165,,100 %,  Germany,Hamburg,383,0,
207,3017,,100 %,  Germany,Duisburg,59,5,
208,2413,,100 %,  Germany,Hamburg Alster,383,0,www.searoutes.com
209,3022,,100 %,  Germany,At Sea,110,7,
210,2747,,100 %,  Germany,Wilhelmshaven,60,0,
211,2919,,0 %,  Germany,Wunstorf,0,0,
212,2860,,100 %,  Germany,Berlin,1,1,
213,3364,,100 %,  Germany,Mönchhagen,56,24,
214,2728,,100 %,  Germany,Emden,48,1,
215,3453,,78 %,  Germany,Garbsen,3,3,
216,2359,,100 %,  Germany,Neuruppin,11,11,
217,2793,,100 %,  Germany,Wismar,18,3,
218,3496,,65 %,  Germany,Ostseebad Kühlungsborn,1,0,
219,2633,,92 %,  Germany,Bremen,7,0,
220,2398,,100 %,  Germany,Berlin,66,23,
221,2865,,100 %,  Germany,Frankfurt,21,9,
222,2577,,100 %,  Germany,Hamburg,339,13,
223,2733,,100 %,  Germany,Berlin,1,1,
224,2551,,100 %,  Germany,"Elbe River, Drochtersen",34,0,
225,2126,,100 %,  Germany,Cologne,294,140,
226,2584,,94 %,  Germany,Rendsburg,51,3,
227,2534,,100 %,  Germany,Flensburg,5,5,
228,2989,,100 %,  Germany,Gernsheim,8,5,
229,2423,,45 %,  Germany,Rostock,0,0,
230,3384,,100 %,  Germany,"Bremen, Arsten",40,0,
231,2130,,100 %,  Germany,Lower Saxony (Mittellandkanal),10,10,
232,3266,,100 %,  Germany,Mannheim,109,24,
233,2737,,100 %,  Germany,Hamburg,134,0,
234,3425,,100 %,  Germany,Hamburg,28,0,
235,3009,,14 %,  Germany,Bremen,0,0,
236,2382,,55 %,  Germany,Offenbach,1,0,
237,3097,,100 %,  Germany,Wilhelmshaven,258,65,
238,2760,,100 %,  Germany,Kiel,35,1,
239,2805,,96 %,  Germany,Norderney,44,38,
240,2110,,100 %,  Germany,Bremen,63,2,
241,2513,,97 %,  Germany,Cologne,5,0,
242,3393,,0 %,  Germany,Berlin,0,0,
243,2072,,100 %,  Germany,Walsum,20,8,
244,2295,,100 %,  Germany,Cologne,36,0,inducto Information
245,2856,,82 %,  Germany,Offenbach,6,1,
246,3066,,100 %,  Germany,Düsseldorf,5,0,
247,2784,,100 %,  Germany,Emden,69,10,
248,2167,,100 %,  Germany,BIBA,16,0,BIBA AIS
249,3281,,0 %,  Germany,Bonn,0,0,
250,3017,,100 %,  Germany,Duisburg,59,5,
251,3132,,0 %,  Germany,Hamburg,0,0,
252,2186,,100 %,  Germany,Könau,6,6,
253,2877,,83 %,  Germany,Dormagen,0,0,
254,3160,,100 %,  Germany,Wildau,4,4,
255,2110,,100 %,  Germany,Bremen,63,2,
256,3022,,100 %,  Germany,At Sea,110,7,
257,2747,,100 %,  Germany,Wilhelmshaven,60,0,
258,2531,,8 %,  Germany,Frankfurt,10,0,
259,2919,,0 %,  Germany,Wunstorf,0,0,
260,3364,,100 %,  Germany,Mönchhagen,56,24,
261,3190,,0 %,  Germany,Hamburg,0,0,
262,2783,,98 %,  Germany,Wunstorf,6,6,
263,2728,,100 %,  Germany,Emden,48,1,
264,2295,,100 %,  Germany,Cologne,36,0,inducto Information
265,2600,,100 %,  Germany,Hamm,4,4,
266,2568,,0 %,  Germany,Wesel,0,0,
267,2167,,100 %,  Germany,BIBA,16,0,BIBA AIS
268,2176,,100 %,  Germany,Glueckstadt,24,4,
269,2175,,100 %,  Germany,Berlin Rummelsburg,50,7,
270,2633,,92 %,  Germany,Bremen,7,0,
271,2464,,100 %,  Germany,Asendorf,57,0,
272,2860,,100 %,  Germany,Berlin,1,1,
273,2561,,100 %,  Germany,Bremerhaven,24,0,
274,2603,,100 %,  Germany,Geesthacht,285,41,
275,3344,,100 %,  Greece,Athens,383,72,
276,2237,,100 %,  Greece,"Athens, Glyfada",333,18,
277,2871,,1 %,  Greece,Athens,0,0,
278,2746,,98 %,  Greece,Rafina,10,8,
279,3038,,0 %,  Greece,Piraeus,0,0,
280,2339,,100 %,  Greece,North Aegean,20,20,
281,2118,,100 %,  Greece,Alimos,246,1,
282,2226,,100 %,  Greece,Athens,154,0,
283,3036,,100 %,  Greece,Piraeus,20,0,
284,2084,,99 %,  Greece,Ios,37,37,Ios Hellas
285,3197,,100 %,  Greece,Thessaloniki,15,15,
286,2290,,100 %,  Greece,Athens,80,32,
287,2654,,100 %,  Guernsey,St Martin,34,34,
288,2316,,8 %,  Guernsey,Guernsey,0,0,
289,3202,,100 %,  Hong Kong,Tsuen Wan,117,64,
290,3048,,91 %,  Hong Kong,Tung Chung,382,360,
291,3272,,100 %,  Hong Kong,Tseung Kwan O,47,22,
292,2785,,82 %,  Hong Kong,Aberdeen,0,0,
293,2177,,100 %,  Hong Kong,Kowloon,238,185,
294,2670,,10 %,  India,At Sea,3,3,
295,3016,,100 %,  Indonesia,Jakarta,10,10,
296,3399,,73 %,  Indonesia,Ambon - Maluku,28,28,
297,2897,,97 %,  Indonesia,Karimun Jawa,4,4,
298,3015,,100 %,  Indonesia,"Balikpapan, East Kalimantan",590,102,
299,2846,,53 %,  Ireland,Westport,0,0,
300,2569,,100 %,  Ireland,Galway,2,2,
301,3053,,38 %,  Ireland,Renvyle,0,0,
302,3357,,69 %,  Ireland,Inishbofin,1,1,
303,2354,,80 %,  Ireland,Mizen Head,2,2,
304,3104,,100 %,  Ireland,Bangor,36,19,
305,2150,,100 %,  Ireland,Lackenbehy,14,2,
306,2085,,100 %,  Ireland,Kinsale,42,15,
307,2378,,88 %,  Ireland,Newtownmountkennedy,1,0,
308,2441,,16 %,  Ireland,Ring,1,0,
309,3304,,100 %,  Ireland,Newcastle,15,14,
310,2846,,53 %,  Ireland,Westport,0,0,
311,2610,,100 %,  Israel,Haifa,1,0,
312,2751,,19 %,  Israel,	Tel Aviv,0,0,
313,2893,,100 %,  Israel,Haifa,132,65,
314,2371,,100 %,  Israel,Haifa,67,0,
315,2283,,100 %,  Israel,Haifa,15,9,
316,2098,,100 %,  Italy,Palermo,31,31,
317,3224,,93 %,  Italy,San Benedetto del Tronto,27,27,
318,2189,,100 %,  Italy,Milazzo,78,78,
319,3116,,93 %,  Italy,Sorrento,60,6,
320,2394,,98 %,  Italy,Livorno,57,0,
321,2521,,93 %,  Italy,Gela,0,0,
322,2489,,100 %,  Italy,Messina,126,68,
323,2217,,100 %,  Italy,Taranto,29,29,
324,2573,,100 %,  Italy,Venice,125,95,
325,2525,,99 %,  Italy,Meta (Naples),60,3,
326,2873,,48 %,  Italy,Licata,4,4,
327,2169,,100 %,  Italy,La Spezia,335,217,
328,2914,,20 %,  Italy,Ischia,0,0,
329,2553,,100 %,  Italy,Aprilia,20,20,
330,3100,,100 %,  Italy,Naples,22,3,
331,2326,,100 %,  Japan,Sumoto,98,45,
332,2121,,100 %,  Japan,Kobe,158,2,
333,2417,,100 %,  Japan,Wakayama Port,22,21,
334,2119,,77 %,  Japan,Yokohama,269,78,
335,2947,,100 %,  Japan,Yokohama (JP YOK),70,26,
336,3163,,100 %,  Japan,Kobe,245,74,
337,2062,,98 %,  Japan,Yokosuka,195,26,
338,3114,,0 %,  Japan,"Yokohama, Kanagawa",0,0,
339,2171,,100 %,  Japan,Chiba,21,21,
340,3024,,100 %,  Japan,"Katsuura, Chiba",46,42,
341,2391,,98 %,  Korea,Pyuntaek,103,89,
342,3402,,54 %,  Korea,Incheon,60,57,
343,3322,,100 %,  Korea,Busan,48,48,
344,2991,,97 %,  Korea,Jejusi,9,9,
345,3188,,98 %,  Kuwait,Kuwait,329,329,
346,2719,,100 %,  Lithuania,Klaipeda,47,47,
347,2504,,100 %,  Malaysia,Kota Kinabalu,26,26,
348,2427,,100 %,  Mexico,Cozumel,4,4,
349,2138,,99 %,  Mexico,Veracruz,0,0,
350,3043,,100 %,  Monaco,Monaco,50,28,
351,3241,,100 %,  Morocco,Casablanca,46,46,
352,3411,,0 %,  Morocco,Casablanca,0,0,
353,2492,,100 %,  Netherlands,Rotterdam,6,0,
354,2691,,70 %,  Netherlands,Utrecht,11,0,
355,2642,,100 %,  Netherlands,Dordrecht,492,37,
356,3040,,100 %,  Netherlands,Ter Heijde,382,5,
357,2243,,0 %,  Netherlands,Arnhem,0,0,
358,2224,,100 %,  Netherlands,Katwijk,168,0,
359,3390,,99 %,  Netherlands,Alphen aan den Rijn,29,0,
360,2782,,100 %,  Netherlands,Sneek,55,0,
361,2599,,100 %,  Netherlands,Zwijndrecht,437,0,
362,2878,,0 %,  Netherlands,Brielle,0,0,
363,2241,,100 %,  Netherlands,Gouda,892,71,
364,3429,,100 %,  Netherlands,Terneuzen,22,0,
365,2921,,35 %,  Netherlands,Zeist,0,0,
366,3027,,23 %,  Netherlands,Amstelveen,0,0,
367,2022,,100 %,  Netherlands,Hulst,100,2,
368,2303,,68 %,  Netherlands,Posterholt,0,0,
369,2671,,100 %,  Netherlands,Hippolytushoef,102,48,
370,2363,,0 %,  Netherlands,The Hague,0,0,
371,2250,,38 %,  Netherlands,Zoeterwoude,1,0,
372,2105,,100 %,  Netherlands,Spijkenisse,126,3,
373,2082,,100 %,  Netherlands,Amsterdam,15,7,
374,2652,,100 %,  Netherlands,Marknesse,166,4,
375,2196,,100 %,  Netherlands,Zonnemaire,24,3,
376,3078,,0 %,  Netherlands,Amsterdam,0,0,
377,2052,,82 %,  Netherlands,Amersfoort,14,7,
378,2402,,95 %,  Netherlands,Spijkenisse,9,0,
379,3136,,100 %,  Netherlands,Zwolle,57,6,
380,2987,,100 %,  Netherlands,"Vogelwaarde, Zeeland",177,38,
381,2674,,78 %,  Netherlands,Maastricht,3,3,
382,2697,,100 %,  Netherlands,Wadscan AIS,220,0,
383,2961,,100 %,  Netherlands,Rijswijk,68,0,
384,3441,,0 %,  Netherlands,,0,0,
385,2548,,100 %,  Netherlands,Poortugaal,175,0,
386,2346,,100 %,  Netherlands,Amsterdam,522,13,
387,3199,,100 %,  Netherlands,Rotterdam,8,0,
388,2244,,100 %,  Netherlands,Almelo,16,16,
389,3317,,100 %,  Netherlands,Veere,35,10,
390,3082,,100 %,  Netherlands,Alphen Aan Den Rijn,29,0,
391,2065,,100 %,  Netherlands,Ijsselmeer,441,27,
392,3006,,100 %,  Netherlands,Heerenveen,2,1,
393,2112,,100 %,  Netherlands,Harlingen,217,29,
394,3448,,98 %,  Netherlands,Alblasserdam,10,0,
395,2816,,0 %,  Netherlands,Maasbracht,0,0,
396,2679,,100 %,  Netherlands,Urk,184,2,
397,2845,,100 %,  Netherlands,Nieuw-Amsterdam,4,4,
398,3412,,100 %,  Netherlands,Rotterdam,119,0,
399,2425,,98 %,  Netherlands,Ter Walslage,14,13,
400,3056,,100 %,  Netherlands,Leiden,88,2,
401,2712,,100 %,  Netherlands,Oostburg,91,11,
402,3429,,100 %,  Netherlands,Terneuzen,22,0,
403,2241,,100 %,  Netherlands,Gouda,892,71,
404,2112,,100 %,  Netherlands,Harlingen,217,29,
405,2459,,100 %,  Netherlands,Edam,247,0,
406,2022,,100 %,  Netherlands,Hulst,100,2,
407,2782,,100 %,  Netherlands,Sneek,55,0,
408,2878,,0 %,  Netherlands,Brielle,0,0,
409,3007,,100 %,  Netherlands,Maarssen,47,1,
410,2734,,100 %,  Netherlands,Driebergen,17,2,
411,2435,,100 %,  Netherlands,Katwijk,454,18,
412,3123,,100 %,  Netherlands,Zierikzee,5,3,
413,2596,,99 %,  Netherlands,Utrecht,25,1,
414,3181,,100 %,  Netherlands,Zaamslag,22,0,
415,2590,,100 %,  Netherlands,Breda,87,31,
416,2554,,100 %,  Netherlands,Gorinchem,25,3,
417,2402,,95 %,  Netherlands,Spijkenisse,9,0,
418,3183,,100 %,  Netherlands,Harlingen,221,0,
419,2135,,0 %,  Netherlands,Nijmegen,0,0,
420,2548,,100 %,  Netherlands,Poortugaal,175,0,
421,2236,,100 %,  Netherlands,Ijmuiden,380,108,
422,3441,,0 %,  Netherlands,,0,0,
423,2694,,100 %,  Netherlands,Suwald,80,32,
424,2497,,100 %,  Netherlands,Warmond,28,2,
425,2298,,99 %,  Netherlands,Rotterdam,0,0,
426,3159,,100 %,  Netherlands,Gendt,40,1,
427,3317,,100 %,  Netherlands,Veere,35,10,
428,2381,,97 %,  Netherlands,Delft,3,0,
429,2330,,100 %,  Netherlands,Stein,12,12,
430,2065,,100 %,  Netherlands,Ijsselmeer,441,27,
431,3448,,98 %,  Netherlands,Alblasserdam,10,0,
432,2623,,100 %,  Netherlands,Appeltern,196,61,
433,3412,,100 %,  Netherlands,Rotterdam,119,0,
434,2625,,99 %,  Netherlands,Sint Anne,49,0,
435,3135,,100 %,  Netherlands,Koog aan de Zaan,158,12,
436,3288,,0 %,  Netherlands,Dordrecht,0,0,
437,2816,,0 %,  Netherlands,Maasbracht,0,0,
438,3040,,100 %,  Netherlands,Ter Heijde,382,5,
439,2468,,100 %,  Netherlands,Rotterdam,381,21,InterTransIS
440,2232,,100 %,  Netherlands,Rotterdam,6,0,
441,2845,,100 %,  Netherlands,Nieuw-Amsterdam,4,4,
442,2699,,0 %,  Netherlands,Zierikzee,0,0,
443,2483,,98 %,  Netherlands,Nederweert,33,23,
444,2220,,95 %,  Netherlands,Tolkamer,4,0,
445,2347,,100 %,  Netherlands,The Hague,253,27,
446,2655,,100 %,  Netherlands,Sliedrecht,83,13,
447,2599,,100 %,  Netherlands,Zwijndrecht,437,0,
448,3166,,99 %,  Netherlands,Zaandam,150,7,
449,2631,,100 %,  Netherlands,Roermond,42,32,
450,2082,,100 %,  Netherlands,Amsterdam,15,7,
451,3078,,0 %,  Netherlands,Amsterdam,0,0,
452,3284,,100 %,  Netherlands,Lelystad,193,21,
453,3109,,96 %,  Netherlands,Nieuwegein,372,7,
454,2097,,100 %,  Netherlands,Hellevoetsluis,567,36,InterTransIS
455,2987,,100 %,  Netherlands,"Vogelwaarde, Zeeland",177,38,
456,3254,,100 %,  Netherlands,Emmeloord,115,2,
457,2155,,100 %,  Netherlands,Lelystad,16,1,
458,2961,,100 %,  Netherlands,Rijswijk,68,0,
